0;0;0;
-1.54441e+10;1.66151e+06;0;
-2.8475e+10;1.26972e+08;0;
-3.45887e+10;2.3037e+09;0;
5.90836e+09;2.83929e+10;0;
5.24367e+11;3.98684e+11;0;
2.53927e+12;1.22016e+12;0;
2.86689e+12;8.7478e+11;0;
2.12775e+12;2.11192e+12;0;
5.15591e+11;2.95326e+12;0;
1.70404e+12;2.46654e+12;0;
2.97934e+12;-3.33264e+11;0;
2.5165e+12;1.62936e+12;0;
-1.30434e+11;-2.99509e+12;0;
4.6263e+10;-2.99757e+12;0;
-9.06559e+10;-2.99655e+12;0;
-7.87249e+10;-2.99689e+12;0;
-6.83928e+10;-2.99714e+12;0;
-6.0168e+10;-2.99732e+12;0;
-5.36902e+10;-2.99744e+12;0;
-5.08583e+10;-2.99749e+12;0;
-5.30898e+10;-2.99745e+12;0;
-5.52017e+10;-2.99742e+12;0;
-5.75265e+10;-2.99737e+12;0;
-1.01836e+11;-2.99619e+12;0;
-1.33238e+12;-2.68558e+12;0;
-2.1701e+12;-2.06838e+12;0;
0;2.99792e+12;0;
-2.99792e+12;0;0;
0;0;0;
-2.99792e+12;0;0;
0;2.99792e+12;0;
0;0;0;
0;0;0;
2.99792e+12;0;0;
0;0;0;
0;0;0;
-2.99646e+12;9.36394e+10;0;
2.99756e+12;-4.68369e+10;0;
2.99792e+12;0;0;
0;0;0;
2.99756e+12;-4.68369e+10;0;
-2.97477e+12;3.71847e+11;0;
-2.99756e+12;4.68369e+10;0;
0;2.99792e+12;0;
2.99756e+12;-4.68369e+10;0;
0;2.99792e+12;0;
0;-2.99792e+12;0;
0;2.99792e+12;0;
-2.99756e+12;4.68369e+10;0;
2.99792e+12;0;0;
0;2.99792e+12;0;
0;-2.99792e+12;0;
0;-2.99792e+12;0;
0;0;0;
0;0;0;
2.99792e+12;0;0;
0;2.99792e+12;0;
-2.99792e+12;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
2.99792e+12;0;0;
0;0;0;
0;0;0;
-2.99783e+12;2.34206e+10;0;
0;0;0;
2.99792e+12;0;0;
2.99646e+12;9.36394e+10;0;
0;2.99792e+12;0;
0;2.99792e+12;0;
0;0;0;
0;0;0;
-2.99792e+12;0;0;
0;0;0;
0;0;0;
2.99792e+12;0;0;
0;0;0;
