x;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;
0;9.07555e+63;-7.60392e+63;-1.05156e+64;5.58539e+63;1.16259e+64;-3.40553e+63;-1.23528e+64;1.1454e+63;1.2652e+64;1.12187e+63;-1.24958e+64;-3.33249e+63;1.18796e+64;5.4301e+63;-1.08244e+64;-7.36204e+63;9.37689e+63;
1;1.80425e+64;-1.14359e+64;-2.01211e+64;7.73441e+63;2.15104e+64;-3.7557e+63;-2.21705e+64;-3.62861e+62;2.20855e+64;4.4756e+63;-2.12619e+64;-8.43508e+63;1.97273e+64;1.20994e+64;-1.75295e+64;-1.53389e+64;1.47365e+64;
2;9.33464e+63;-7.38865e+63;-1.07278e+64;5.33095e+63;1.17839e+64;-3.11799e+63;-1.24527e+64;8.32729e+62;1.26929e+64;1.44953e+63;-1.2479e+64;-3.66299e+63;1.18077e+64;5.75002e+63;-1.07009e+64;-7.6578e+63;9.2055e+63;
3;1.86926e+64;-1.13769e+64;-2.07636e+64;7.55639e+63;2.21235e+64;-3.46603e+63;-2.27328e+64;-7.53346e+62;2.25768e+64;4.95321e+63;-2.16642e+64;-8.98388e+63;2.00258e+64;1.27016e+64;-1.77134e+64;-1.59753e+64;1.47997e+64;
4;9.45695e+63;-7.04452e+63;-1.07775e+64;4.97915e+63;1.17588e+64;-2.76689e+63;-1.2355e+64;4.91468e+62;1.25289e+64;1.77053e+63;-1.22579e+64;-3.952e+63;1.15403e+64;5.99466e+63;-1.03981e+64;-7.84621e+63;8.87746e+63;
5;1.89766e+64;-1.11292e+64;-2.10069e+64;7.26462e+63;2.23175e+64;-3.14174e+63;-2.28698e+64;-1.09811e+63;2.26503e+64;5.30667e+63;-2.16699e+64;-9.33492e+63;1.99622e+64;1.30398e+64;-1.75825e+64;-1.62911e+64;1.46064e+64;
6;9.46261e+63;-6.53302e+63;-1.06779e+64;4.48884e+63;1.15564e+64;-2.30997e+63;-1.20581e+64;7.98046e+61;1.2151e+64;2.12472e+63;-1.18164e+64;-4.23603e+63;1.10543e+64;6.19599e+63;-9.88675e+63;-7.95371e+63;8.35828e+63;
7;1.89146e+64;-1.08054e+64;-2.08918e+64;6.96427e+63;2.21523e+64;-2.87708e+63;-2.26582e+64;-1.31716e+63;2.23972e+64;5.47305e+63;-2.13817e+64;-9.44453e+63;1.96475e+64;1.30913e+64;-1.72519e+64;-1.62849e+64;1.42724e+64;
8;9.38539e+63;-5.81722e+63;-1.04565e+64;3.81776e+63;1.11968e+64;-1.70128e+63;-1.15741e+64;-4.50169e+62;1.15629e+64;2.56022e+63;-1.11493e+64;-4.56172e+63;1.03357e+64;6.39762e+63;-9.14431e+63;-8.01959e+63;7.61771e+63;
9;1.85568e+64;-1.05147e+64;-2.04882e+64;6.75196e+63;2.17154e+64;-2.75247e+63;-2.22002e+64;-1.34912e+63;2.19308e+64;5.41217e+63;-2.09204e+64;-9.29516e+63;1.92057e+64;1.28614e+64;-1.6845e+64;-1.59851e+64;1.39161e+64;
