x;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;
0;2.48003e+48;-1.98832e+48;-2.88857e+48;1.37935e+48;3.22632e+48;-7.53624e+47;-3.46528e+48;1.38439e+47;3.57746e+48;4.50094e+47;-3.5418e+48;-1.00615e+48;3.35008e+48;1.53012e+48;-3.01004e+48;-2.02286e+48;2.54474e+48;
1;5.16075e+48;-3.3935e+48;-5.75114e+48;2.33877e+48;6.14322e+48;-1.19007e+48;-6.33148e+48;-1.04377e+46;6.31578e+48;1.2155e+48;-6.09944e+48;-2.37627e+48;5.68825e+48;3.44627e+48;-5.09076e+48;-4.38506e+48;4.31961e+48;
2;2.53692e+48;-1.98996e+48;-2.93889e+48;1.37206e+48;3.26822e+48;-7.35079e+47;-3.49862e+48;1.07407e+47;3.60339e+48;4.93163e+47;-3.56207e+48;-1.05895e+48;3.36619e+48;1.58884e+48;-3.0225e+48;-2.08289e+48;2.55277e+48;
3;5.34681e+48;-3.21582e+48;-5.90739e+48;2.12993e+48;6.26518e+48;-9.5874e+47;-6.415e+48;-2.54853e+47;6.35716e+48;1.4636e+48;-6.09584e+48;-2.61931e+48;5.6382e+48;3.67656e+48;-4.99468e+48;-4.59602e+48;4.18021e+48;
4;2.52387e+48;-1.9723e+48;-2.91352e+48;1.36162e+48;3.23048e+48;-7.28425e+47;-3.45093e+48;1.01608e+47;3.55027e+48;4.99492e+47;-3.50908e+48;-1.06513e+48;3.31861e+48;1.59227e+48;-2.98416e+48;-2.07988e+48;2.52519e+48;
5;5.38696e+48;-2.96262e+48;-5.9058e+48;1.87592e+48;6.22229e+48;-7.14582e+47;-6.33157e+48;-4.792e+47;6.23444e+48;1.65974e+48;-5.93597e+48;-2.7809e+48;5.4448e+48;3.79944e+48;-4.77324e+48;-4.67795e+48;3.93825e+48;
6;2.45992e+48;-1.91637e+48;-2.82832e+48;1.32575e+48;3.12536e+48;-7.09011e+47;-3.33054e+48;9.50708e+46;3.42209e+48;4.95315e+47;-3.38217e+48;-1.05019e+48;3.20189e+48;1.5644e+48;-2.88472e+48;-2.03561e+48;2.44714e+48;
7;5.28927e+48;-2.68989e+48;-5.76457e+48;1.62995e+48;6.04209e+48;-5.06069e+47;-6.117e+48;-6.41666e+47;5.99046e+48;1.77041e+48;-5.66845e+48;-2.83715e+48;5.161e+48;3.80148e+48;-4.48217e+48;-4.62822e+48;3.65052e+48;
8;2.37133e+48;-1.8012e+48;-2.70608e+48;1.23864e+48;2.97163e+48;-6.47334e+47;-3.15162e+48;5.59157e+46;3.22787e+48;5.1354e+47;-3.18468e+48;-1.04683e+48;3.01324e+48;1.53658e+48;-2.7151e+48;-1.97924e+48;2.30332e+48;
9;5.07681e+48;-2.4541e+48;-5.51695e+48;1.4428e+48;5.76666e+48;-3.76385e+47;-5.82074e+48;-7.08338e+47;5.68044e+48;1.77233e+48;-5.35249e+48;-2.77628e+48;4.84823e+48;3.68281e+48;-4.18322e+48;-4.45874e+48;3.37714e+48;
10;2.28555e+48;-1.60765e+48;-2.57112e+48;1.07594e+48;2.78994e+48;-5.14961e+47;-2.93054e+48;-4.70555e+46;2.97907e+48;5.86767e+47;-2.92248e+48;-1.08777e+48;2.75243e+48;1.54059e+48;-2.46861e+48;-1.94073e+48;2.08063e+48;
