0;0;0;
4.33808e+10;-6.0298e+06;0;
8.18935e+10;-1.58604e+08;0;
1.19313e+11;-2.51337e+08;0;
2.58234e+11;2.52347e+10;0;
1.33542e+12;-2.84979e+10;0;
2.9021e+12;-7.17365e+10;0;
2.68713e+12;1.32901e+12;0;
2.94423e+12;5.64835e+11;0;
2.52676e+12;-1.6134e+12;0;
-2.95995e+12;4.7568e+11;0;
2.00493e+12;2.22886e+12;0;
2.739e+12;-1.21878e+12;0;
3.6003e+11;-2.97623e+12;0;
-8.65537e+10;2.99667e+12;0;
3.98218e+10;2.99766e+12;0;
2.62903e+10;2.99781e+12;0;
-1.99479e+10;-2.99786e+12;0;
-1.17276e+10;-2.9979e+12;0;
-5.1953e+09;-2.99792e+12;0;
6.97618e+07;-2.99792e+12;0;
4.31594e+09;-2.99792e+12;0;
7.72598e+09;-2.99791e+12;0;
0;-2.99792e+12;0;
0;-2.99792e+12;0;
0;2.99792e+12;0;
0;2.99792e+12;0;
2.5976e+12;1.49667e+12;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
2.99756e+12;-4.68369e+10;0;
-2.99209e+12;1.87005e+11;0;
2.99792e+12;0;0;
2.99792e+12;0;0;
0;0;0;
0;2.99792e+12;0;
-2.97477e+12;3.71847e+11;0;
0;0;0;
0;0;0;
0;-2.99792e+12;0;
0;0;0;
0;0;0;
0;0;0;
0;-2.99792e+12;0;
0;0;0;
2.99209e+12;-1.87005e+11;0;
0;0;0;
2.99792e+12;0;0;
0;0;0;
0;0;0;
0;-2.99792e+12;0;
0;0;0;
0;2.99792e+12;0;
0;0;0;
0;0;0;
2.99792e+12;0;0;
-2.99646e+12;9.36394e+10;0;
2.99646e+12;-9.36394e+10;0;
-2.99646e+12;9.36394e+10;0;
0;0;0;
0;0;0;
0;0;0;
0;-2.99792e+12;0;
0;2.99792e+12;0;
0;0;0;
-2.99792e+12;0;0;
2.99792e+12;0;0;
-2.99783e+12;-2.34206e+10;0;
2.99792e+12;0;0;
0;0;0;
2.99792e+12;0;0;
0;0;0;
-2.99792e+12;0;0;
0;0;0;
0;0;0;
2.99792e+12;0;0;
